clustera,wt.1mm.fpkm,wt.2mm.fpkm,tip.IM/SPM.ear.fpkm,mid.SM.ear.fpkm,base.FM.ear.fpkm,stg1.tassel.fpkm,stg2.tassel.fpkm,stg3.tassel.fpkm
4,19.4113,24.4697,32.8118,13.1072,5.0225,16.5873,30.4646,20.1724
4,1.8628,1.6552,1.701,0.8607,0.9356,2.6457,0.829,2.4068
4,19.5699,24.2644,36.6198,15.4261,16.3195,30.3306,23.2164,26.1413
4,492.9187,751.9663,655.173,404.409,347.319,1156.42,704.667,482.675
4,48.3993,65.4103,91.423,55.6151,50.7941,85.4325,57.3635,54.3257
4,29.3365,42.5868,42.469,23.4679,20.0592,43.2129,29.9919,32.8918
4,16.7569,15.4835,20.246,5.4787,5.8579,14.5691,14.769,6.0219
4,13.7082,16.3869,19.2882,10.5223,12.4439,19.2266,12.9505,10.1771
4,0.3599,0.6849,0.6524,0.1484,0.1353,0.6873,0.841,0.7165
4,45.9899,69.2421,92.6665,50.2271,49.7802,92.3322,60.8492,59.081
4,3.0368,0.9882,2.86,0.0759,0.2082,2.6919,1.1779,0.6501
4,6.2302,7.3648,6.2483,2.5298,3.197,6.765,3.7638,3.7343
4,54.3161,86.4828,108.11,56.0744,56.6184,127.62,81.865,61.0323
4,0.5704,0.3753,0.5959,0.1474,0.0622,0.6498,0.6367,0.3038
4,1.3906,0.4397,5.1374,0.1106,0.1017,3.2022,1.713,0.2695
4,46.0927,64.075,58.6723,35.206,44.4511,69.4628,76.3163,48.8674
4,337.034,249.306,508.651,95.1659,78.703,452.053,224.847,145.356
4,2.3251,2.7262,6.8811,2.4852,2.0743,7.0614,3.5576,2.8895
4,2.3952,2.2838,3.1434,1.4418,1.1193,2.427,2.0623,2.0856
4,14.8745,17.2481,18.6915,11.6527,11.9877,19.478,16.3158,17.4295
4,1.4351,1.1066,3.972,0.1842,0.053,8.5108,2.1261,0.488
4,66.7835,95.7326,79.2234,48.242,49.4705,100.602,50.4753,52.2819
4,1.6092,5.371,4.4331,1.872,2.4882,3.7581,5.352,2.9953
4,8.8041,10.4968,12.0108,4.838,4.587,15.8737,13.954,10.0688
4,125.577,128.4163,161.853,73.8986,76.654,166.146,174.498,90.2455
4,0.3181,0.2381,0.3467,0.0754,0.1047,0.2029,0.2896,0.1835
4,65.0159,51.9137,66.0377,40.5975,34.4957,84.4655,46.3958,48.0989
4,1.1433,1.9742,4.8596,1.059,3.2526,4.8277,3.0933,0.8355
4,13.9287,7.253,9.9258,3.0438,6.0037,11.813,6.0563,3.373
4,2.8202,6.8404,6.6161,2.3986,1.7541,5.2702,3.9447,2.9122
4,1.8137,2.2691,3.2519,1.596,1.3787,3.9663,2.4901,2.7912
4,174.2207,162.797,295.057,117.707,132.417,237.134,155.019,176.36
4,0.7424,0.4774,0.7012,0,0.04,1.2334,1.1211,0
4,53.8368,44.3383,59.3851,14.4197,11.7104,62.7494,30.2534,25.0142
4,210.4037,276.961,250.921,130.576,147.576,242.335,197.845,175.721
4,85.3827,112.235,140.186,66.5581,63.5033,116.734,71.0593,69.2487
4,1.6972,1.3929,1.9929,0.275,0.1603,3.9826,1.355,0.5909
4,12.6945,15.6624,18.4754,8.0462,10.0168,18.5336,15.9563,9.3975
4,134.2557,173.5357,162.548,85.977,83.258,172.079,144.256,109.946
4,1.1653,0.8987,2.6268,1.098,0.522,2.6654,1.7536,1.667
4,2.9159,1.242,3.4456,0.0193,0.0326,1.7986,2.4005,0.1586
4,27.9479,25.4106,48.2093,7.095,5.1554,31.1362,12.9431,9.8355
4,0.8167,1.3255,2.5402,0.5066,0.3199,1.6991,2.1137,0.4794
4,32.7458,40.8203,48.4833,21.3683,22.3276,40.5119,27.951,33.8442
4,39.8112,23.2556,40.7321,9.0866,9.9949,36.8449,16.1423,14.489
4,10.0842,7.5872,7.6441,4.3764,3.7835,12.0559,7.7026,8.3392
4,58.8612,77.2072,83.2248,53.1518,57.8578,106.525,84.7077,77.3058
4,64.0056,56.7751,52.9775,24.7819,16.0033,71.8001,69.189,51.2594
4,17.6139,19.8985,17.5776,8.6339,9.571,20.1408,19.5953,16.2862
4,0.2514,0.4251,0.4674,0.244,0.1465,0.5663,0.5271,0.1166
4,86.0749,92.6203,91.437,61.8827,52.3695,117.412,109.893,80.817
4,16.7386,18.8075,15.5623,9.4877,9.7524,16.9096,11.6348,16.37
4,0.6987,0.6321,0.5948,0.1685,0.1318,0.7901,0.4442,0.6864
4,56.0319,65.4694,87.2656,46.0759,43.2042,112.523,86.2695,74.9872
4,43.8725,54.1119,72.353,31.682,30.0654,85.4215,58.4629,52.674
4,1.8603,2.8252,6.2762,2.6237,2.7507,5.8763,4.1076,2.0382
4,20.9227,21.1713,28.187,10.4102,10.3166,22.1324,23.2493,21.0203
4,56.3463,75.2054,88.7062,49.227,44.5666,111.702,80.1415,75.1658
4,12.5221,12.0949,12.6441,3.5278,3.8269,19.3094,12.2747,7.7117
4,9.4718,7.507,10.7314,6.3542,7.4019,12.1748,10.5561,8.9743
4,4.0107,3.6283,4.2199,1.5145,2.5866,7.7106,2.3611,2.8043
4,109.629,196.9253,241.442,150.278,122.87,197.413,172.47,105.211
4,13.1749,13.0371,19.9985,10.9819,9.1527,15.8748,12.6562,13.1273
4,88.5506,124.3097,136.932,92.7279,66.526,181.963,139.744,97.1672
4,104.165,23.189,67.5758,0.0716,0.0479,72.102,47.61,2.4631
4,36.8051,44.7921,85.2827,24.1167,21.9698,60.4566,36.0309,35.2112
4,42.8529,43.0143,53.1481,31.3229,28.4211,56.2802,52.5525,46.5976
4,23.8088,32.348,54.3431,22.7621,19.8105,54.6852,39.1784,35.1291
4,107.7097,199.1563,295.232,163.556,111.459,282.661,199.755,130.7
4,0.7894,0.7088,1.6582,0.102,0.3169,1.3239,1.7705,0.6019
4,15.815,21.8421,20.7131,8.8602,8.5543,15.8316,19.1044,13.0202
4,103.0957,105.317,93.9137,47.084,49.2234,146.864,90.2666,64.9732
4,48.0093,16.7073,38.911,1.6644,1.2382,59.4514,34.0934,6.3892
4,175.6857,214.2017,294.341,174.909,140.097,276.99,184.412,182.844
4,0.7739,0.4739,0.7229,0.0721,0.1114,0.4865,0.6336,0.3907
4,85.5391,142.133,166.723,87.1192,90.0539,148.718,140.164,119.035
4,1090.87,1235.18,2267.45,550.155,415.142,1404.05,1546.27,1092.18
4,0.6346,1.5188,2.7326,0.2977,0.2094,2.3196,2.5737,1.2172
4,126.9283,177.5087,237.972,128.527,113.765,256.931,184.771,151.881
4,4.3412,3.7878,7.952,0.4237,0.7354,11.4985,6.0673,1.7227
4,35.1422,37.2158,36.3953,23.4188,24.0448,44.1468,33.1874,33.4531
4,2.1613,3.241,2.8928,1.4053,1.503,1.9789,2.6147,2.3985
4,0.5043,0.1688,0.5921,0.273,0.1841,0.2263,0.7037,0.0643
4,8.0352,15.0379,17.0375,10.6313,8.5177,21.6114,15.1015,10.6747
4,4.775,5.736,5.1698,3.8525,2.4492,5.6181,2.7289,3.954
4,12.4021,15.7345,19.2202,2.919,4.818,32.9377,12.1046,4.6156
4,8.3351,9.0001,11.8568,3.0545,3.3704,16.1271,15.0895,8.6548
4,12.9429,12.7876,20.1557,8.7747,8.5015,19.5887,18.0485,14.3226
4,2.9299,1.6519,2.8876,0.7269,1.0982,1.6439,2.7164,1.7474
4,0.4404,0.9832,0.7343,0.4776,0.4265,0.6931,0.6919,0.3594
4,10.6866,6.0387,7.0694,0.9772,1.2265,8.9213,8.2741,1.8656
4,3.4236,3.6597,7.939,1.7543,2.1153,3.7825,4.6998,3.6578
4,10.4954,14.222,20.1637,9.9386,10.0587,16.5171,11.4461,9.5766
4,5.0386,3.3456,5.1114,0.1744,0.1847,7.6188,5.7042,1.5657
4,3.5797,2.4024,6.2521,0.4272,0.4052,5.8931,4.2567,4.029
4,18.6374,31.5068,37.0959,19.574,17.3983,36.6196,32.3848,22.9193
4,3.8576,8.9073,14.9423,3.6018,2.9539,14.9985,9.1497,3.2922
4,59.9874,57.9394,73.6207,16.687,16.7424,58.8187,70.37,22.6522
4,58.8179,59.2783,89.2763,34.3274,48.8554,79.3104,49.0722,51.1572
4,0.466,0.2826,0.7706,0,0.1004,1.6551,0.4973,0.1224
4,18.0355,16.7241,33.3286,4.6333,3.1658,37.9911,32.089,24.8732
4,5.5394,6.8098,12.2436,3.149,2.174,6.5008,8.6454,6.3705
4,43.5543,54.7742,76.3486,33.6902,30.3898,59.3775,37.7388,36.4594
4,45.1251,35.5437,55.248,33.6698,29.6943,49.448,47.6688,49.6669
4,32.3921,28.6107,45.4782,19.0858,17.9487,44.1372,44.1637,41.3273
4,40.8682,41.6385,38.925,25.6955,25.8467,37.4631,37.1219,31.4093
4,11.5215,12.9029,15.1566,6.2436,6.4032,13.6487,9.2291,8.6254
4,37.0259,41.0018,33.0514,13.5569,17.4575,35.0426,31.4086,21.8424
4,6.7641,7.7285,8.2832,4.155,4.2783,8.9468,7.3214,5.3952
4,5.3932,4.1039,8.7683,2.3781,2.253,6.1251,8.0415,2.7909
4,1.7075,2.6551,3.6858,0.422,0.1626,3.925,2.3458,0.4911
4,0.8926,1.0277,1.2626,0.4519,0.3023,1.4456,1.1649,1.5834
4,16.4915,14.388,17.1373,4.4745,4.5829,24.0466,20.8801,17.2864
4,22.0387,29.6922,38.7529,17.5691,18.247,44.4463,36.6447,32.4444
4,14.2986,11.734,15.8493,6.9013,6.2273,14.2628,11.6346,12.5742
4,0.3496,0.4192,0.6333,0.1551,0.2149,1.0352,0.4045,0.652
4,6.8771,4.0115,9.2894,0,0,2.5588,7.3916,4.3027
4,32.1348,36.6348,43.6547,26.5474,25.3928,42.3565,31.9642,34.0953
4,42.4557,20.52,51.6789,12.3303,12.0628,44.667,44.0135,33.7314
4,3.504,3.7409,6.5436,0.487,0.3541,11.7163,6.3076,3.6904
4,18.4753,27.469,29.7642,17.1373,17.6656,32.2943,29.8167,26.0821
4,105.3683,155.2577,254.421,129.866,112.807,222.911,186.277,119.475
4,170.1237,199.0877,250.879,140.085,146.413,257.669,172.372,222.01
4,130.433,109.881,160.699,78.8744,41.7552,162.024,190.212,121.743
4,16.6234,11.5825,18.4639,1.9171,0.7228,28.165,20.221,5.6961
4,49.2232,53.2406,64.7678,31.9044,44.5346,55.5513,57.0596,45.7545
4,29.0479,42.2885,57.1261,27.1359,25.861,55.9578,50.2165,41.4826
4,11.3164,11.8055,16.2528,8.4182,9.2747,13.5416,9.9412,10.8362
4,0.3103,0.0845,0.3874,0.0853,0.0751,0.5262,0.13,0.165
4,2.7635,1.2506,3.3568,0.0167,0.0279,1.3584,1.8216,0.1229
4,7.2637,3.9815,8.5959,0.2007,0.1721,8.2106,6.9317,1.0427
4,23.6623,25.1662,35.2908,14.8233,15.86,38.5855,31.928,29.8964
4,6.6093,4.2619,5.718,1.3138,1.4554,12.4263,7.9138,2.4219
4,282.291,404.459,455.013,144.09,184.54,529.785,477.612,173.605
4,1.6433,1.2848,2.4976,0.2282,0.2238,1.7739,1.057,0.3682
4,9.9792,5.6077,12.3253,7.0855,3.6353,8.671,5.1125,8.0695
4,22.5761,26.5222,40.7446,14.1964,14.4606,33.9295,35.6578,29.0306
4,6.8565,2.7613,5.2975,2.8546,1.7531,6.9445,3.3132,2.1036
4,3.3422,2.4369,4.3157,1.766,2.2708,4.5096,4.1562,3.4485
4,2.6978,1.7697,10.9621,3.0828,1.4544,12.8338,2.9988,2.9755
4,251.9713,366.0703,398.823,248.116,257.667,436.501,406.646,419.507
4,89.4584,122.6113,189.192,87.6198,70.194,170.644,129.385,115.814
4,7.579,10.5791,16.087,7.4146,8.0491,15.1007,9.361,7.9699
4,8.3093,5.8048,18.7003,2.4245,1.5865,7.8008,17.1677,9.6756
4,50.9828,55.1327,83.3168,49.9172,48.1486,93.2346,80.5934,62.9303
4,7.1667,11.0096,21.0089,8.2345,8.3211,20.375,11.0315,5.7131
4,317.312,109.878,277.304,56.1616,54.7435,347.125,273.353,250.9
4,0.9553,1.687,2.4619,1.2226,1.1541,2.2438,2.5673,0.9402
4,13.9615,8.3204,12.9316,1.375,1.0351,21.0285,10.5945,4.6873
4,0.656,0.4829,0.9985,0.3888,0.4007,1.3764,0.8542,0.566
4,10.6062,15.6885,13.7055,6.608,7.183,13.5172,11.2893,13.2849
4,16.6351,11.0611,28.2403,6.4629,7.5557,21.5527,22.5801,19.5173
4,0.9803,1.055,1.9835,0.4151,0.3867,1.869,2.1556,2.0428
4,0.7953,0.8618,2.9594,0.3443,0.3296,2.8007,2.8658,2.1347
4,0.9274,0.0901,1.4847,0.2079,0.0769,1.3329,0.8364,0.4925
4,21.9217,20.4517,37.4847,14.4441,8.7682,38.8611,24.8693,20.9815
4,17.6953,23.1127,22.7538,16.7982,17.1933,28.0805,21.4874,17.1348
4,3.6885,4.4287,6.2191,3.5982,2.3352,7.2677,6.2034,6.1081
4,15.7619,18.0887,23.5966,8.3824,10.9557,34.9411,14.7939,12.144
4,37.5218,38.6526,48.044,26.0811,25.3005,52.3809,30.204,35.6936
5,7.7515,13.3888,10.4501,115.983,138.696,8.1322,19.6807,72.7381
5,0.0923,0.1911,0.141,0.6723,2.0368,0.5345,0.0532,0.7758
5,5.2146,3.9565,2.6919,5.316,6.6842,4.2023,2.2675,5.5649
5,0,0.5395,0.1967,3.3844,6.4045,0.5596,1.2006,2.657
5,5.1892,5.536,6.6732,11.8917,12.7823,7.5649,5.1178,8.9763
5,2.5858,3.183,7.4291,10.458,11.9374,2.672,5.5094,7.1148
5,0.5114,0.217,1.5344,0.9061,1.8728,1.005,1.0759,1.5084
5,1.1382,1.9647,3.0469,3.3303,3.3538,3.0218,1.9721,3.8383
5,5.2278,5.3435,5.1484,7.1563,7.4058,5.0607,3.5502,6.559
5,1.2448,1.6731,1.662,3.0354,2.751,1.933,1.2625,2.6978
5,0.9146,2.5149,1.5271,2.4461,2.3904,0.6696,1.0802,2.1191
5,0.9969,0.8838,1.7106,1.7049,1.6461,0.8101,0.7908,1.9356
5,8.3438,7.8418,6.0091,9.4046,9.3873,7.7264,6.682,9.1111
5,0.6164,1.3629,1.0205,1.7428,2.1413,0.9773,0.9709,1.3144
5,1.0367,1.1434,1.7108,6.7045,10.3897,1.0231,2.7277,11.5412
5,1.6905,2.1784,1.5824,4.1162,7.5225,1.2134,1.3501,4.1057
5,0.2557,0.6983,0.4759,3.8361,5.8268,1.0369,1.8515,3.073
5,0.4962,0.9175,0.0249,0.6019,1.434,0.1691,0.488,0.9346
5,6.7487,5.3624,6.6915,8.9377,10.0827,6.1805,4.6375,9.3627
5,3.8006,2.9125,4.4064,4.8005,4.9083,4.0382,2.844,5.7781
5,0.1187,0.0591,0.0732,0.587,1.4468,0.0832,0.3446,0.5943
5,3.6724,5.7054,11.4616,16.7375,15.5413,10.1715,4.9855,13.8143
5,0.2708,0.79,0.3598,1.8913,3.5375,0.2055,0.9448,1.7872
5,1.224,3.7093,7.583,9.3638,14.5086,2.3045,4.2503,11.0983
5,16.7014,19.3808,28.7259,33.8328,32.3534,24.251,12.5541,29.9756
5,0.0865,0.3893,1.3469,9.7259,12.2364,0.106,1.3603,8.2836
5,12.3345,14.306,9.9796,13.3962,19.1026,6.3397,5.4994,17.6661
5,4.8771,4.8463,1.5566,5.6029,4.9896,3.6972,3.8096,5.5474
5,2.2185,4.9322,4.2706,5.2978,6.7596,1.9001,2.7508,5.0993
5,0.3322,0.5763,0.3962,0.3933,0.9609,0.4898,0.3233,0.6549
5,0.5906,2.0833,0.6213,23.353,24.9321,5.4326,3.2714,12.618
5,2.4091,2.896,2.3683,5.3328,5.2263,3.3448,3.4652,4.286
5,0.8371,1.0979,0.6427,4.0028,3.3579,1.4913,2.0163,2.6071
5,9.0335,16.6948,14.104,18.5373,21.7915,13.0262,10.9861,19.6513
5,2.1389,1.7386,1.5559,4.0396,4.12,1.9772,1.5666,2.7162
5,0.5515,0.9928,1.0936,1.406,1.9448,0.4042,0.4838,1.2884
5,0.7985,1.8193,2.4504,4.7444,5.0866,2.2257,1.7184,3.9838
5,0.4408,0.5812,0.2007,0.5219,0.78,0.2369,0.3971,0.7313
5,22.2768,14.0917,12.6449,22.8128,18.4721,17.1674,14.7808,20.4783
5,4.4399,5.6666,8.9843,12.8776,14.7706,9.1151,8.1192,10.5361
5,8.0041,6.169,6.2902,10.3936,8.8875,6.088,7.509,8.3763
5,2.4876,3.6275,1.9618,9.8745,16.6135,4.0057,6.7226,14.3994
5,0.507,0.3906,0.3744,2.1871,2.5257,0.7389,0.7075,2.1532
5,3.2745,2.4551,1.6942,8.1233,8.2085,1.5837,2.1244,4.5796
5,6.1006,15.0751,13.0455,10.5758,21.1166,11.4884,12.6027,15.5901
5,1.5208,0.658,0.9957,3.7305,4.0541,1.7485,1.242,2.0457
5,3.6841,6.121,5.3601,9.8672,10.5098,5.5429,4.8574,7.4432
5,1.7463,2.2053,1.7331,5.3157,5.0292,3.6062,3.4567,5.1562
5,18.4057,11.0682,13.5269,21.3003,23.2105,12.5726,12.2423,17.3348
5,1.5249,4.009,3.5027,6.6541,11.9774,2.9308,2.5359,5.7033
5,1.3506,1.2946,2.0832,3.3548,4.6263,2.3632,1.6058,3.2422
5,0,0.1713,0.0791,0.7143,2.9877,0.0686,0.1681,0.8314
5,0.0307,0.5031,0.2267,0.9766,1.1986,0.2782,0.3109,0.5731
5,0.7466,1.0557,0.6916,2.2108,2.2342,0.6444,1.0097,1.6444
5,1.5168,2.2186,1.3595,4.4792,5.5654,3.0788,2.426,4.2953
5,0,0,0,4.4051,7.3884,0.7771,0.3949,3.3319
5,0.3942,0.2323,1.0454,0.7216,1.6425,0.167,0.5003,1.0699
5,6.415,9.101,7.1132,11.7604,11.7736,8.377,5.8542,9.7922
5,13.7931,27.9951,30.4681,33.7695,37.1177,26.2343,25.6722,37.9243
5,0.1104,0.1266,0.2681,1.7345,2.9235,1.4393,0.9119,2.0779
5,1.9449,2.1019,1.2329,4.8753,7.7933,3.3866,2.9546,5.8477
5,0.6198,1.8365,1.3229,1.5603,4.0996,0.6807,0.8365,2.2372
5,0.1086,0.1748,0.5789,1.9754,5.0795,1.2264,1.068,1.06
5,6.341,2.089,3.2167,4.8377,6.2207,3.9349,3.0714,5.8124
5,0,0.0751,0.4411,1.2648,3.0764,0.0572,0.2277,0.9203
5,8.1736,6.6385,8.2859,13.0335,12.7211,8.535,8.1312,14.9626
5,0.245,0.6572,0.8534,4.0424,10.6137,1.0275,2.3824,10.2615
5,0.0947,0.0153,0.2558,1.0454,1.9183,0.1489,0.3168,1.4222
5,5.2529,15.4615,7.3853,42.9556,60.7168,11.1217,24.3043,36.0044
5,21.4692,22.6491,23.7038,42.1588,45.6656,28.296,21.9312,31.2198
5,0.1355,0.212,0.1854,0.4252,0.5561,0.3676,0.2177,0.4864
5,24.9188,19.2847,26.4242,32.2498,44.0877,17.3832,31.3778,41.8647
5,0.4934,0.6587,6.2638,22.7062,37.0287,2.5347,7.4156,19.1269
5,0.5519,1.063,1.8425,2.7621,3.8197,1.2699,0.774,2.2315
5,0.8318,1.4346,0.9051,2.846,3.6384,0.9598,0.9615,4.3614
5,10.6712,13.0708,23.5246,40.9556,32.093,20.5124,12.8749,39.7279
5,0.2386,0.0835,0.0247,9.1781,8.6789,0.3678,0.8006,7.9472
5,13.9176,8.5895,9.0163,14.5586,14.7298,7.9538,10.1614,15.8188
5,1.3171,3.5561,2.4229,17.5529,16.6912,4.3383,6.7904,12.371
5,3.7121,6.5909,8.891,10.0148,10.2131,7.4246,7.504,9.5759
5,13.9462,19.254,27.214,29.5929,31.4019,25.5685,19.4753,26.9839
5,7.2297,8.3783,8.7246,12.8719,12.1118,5.0323,5.6685,10.7806
5,0.2613,0.5282,0.2138,0.5182,0.9768,0.6647,0.3094,0.5646
5,0.355,0.2765,0.3859,0.9889,1.3807,0.7429,0.4266,0.8666
5,2.0277,2.0021,0.1534,2.9405,4.7004,0.6185,1.2607,4.0996
5,0,0.0452,0,0.3276,1.0027,0.0523,0.031,0.1314
5,14.8076,20.5814,23.1659,26.6942,26.5159,20.9908,18.7613,22.9679
5,0.0441,0.0713,0.078,0.364,1.0832,0.0401,0.1835,0.3596
5,0.0665,0.2475,0.2282,0.6891,1.5998,0.4906,0.2314,1.1276
5,3.7587,4.5511,3.1429,6.9183,6.9491,2.9858,3.8567,6.1618
5,1.0573,0.7087,0.3402,2.3002,5.582,1.8453,2.3898,1.201
5,0.1834,0.3424,1.0135,2.2014,5.2209,0.8132,0.4545,1.2392
5,0.3261,0.1437,0.0615,0.5351,1.7804,0.697,0.5741,1.1886
5,10.7627,15.6591,12.58,23.8834,26.502,14.5428,7.0997,20.4118
5,23.5078,32.9728,29.0382,30.44,36.4736,27.9528,15.0807,32.9819
5,0.6099,0.7477,1.6865,1.9054,2.3847,1.3007,1.6503,1.2451
5,8.5519,9.3337,10.691,17.3615,16.6196,11.3528,11.3357,16.2001
5,12.1532,13.7969,12.6669,15.1428,17.4013,12.9291,8.1358,16.4222
5,0,0.0404,0,0.6556,1.8277,0.0288,0.2913,1.0115
5,0.131,0.4279,0.7871,0.5089,0.9221,0.4023,0.507,0.868
5,5.936,3.4987,10.772,7.5512,10.5153,7.0804,4.5437,10.5716
5,25.4411,23.7968,25.6513,27.8087,27.3635,24.7822,16.286,34.6843
5,0,0,0,0.3536,0.9057,0.0185,0.4816,0.6442
5,0.8772,3.855,3.2358,12.0146,18.7337,4.2722,4.7817,11.1138
5,1.6579,1.9262,0.4173,5.8038,13.9997,2.024,2.348,10.7369
5,0.1749,0.7164,0.2254,3.6463,5.0186,0.4071,1.3105,3.5599
5,0.0265,0.291,1.4045,5.8009,3.7807,0.1313,2.6051,4.903
5,0,0.3437,0.3519,0,0.8396,0.2256,0.6784,0.2763
5,0,0.1264,0.633,0.2294,0.9751,0.0708,0.282,0.9263
5,11.973,17.2917,22.0135,32.6831,48.848,16.7781,20.4941,28.7644
5,0.0974,0.6145,0.2231,3.8224,6.6128,0.5334,0.6139,2.4474
5,1.9121,1.6159,1.7371,3.6575,2.9247,1.486,1.4627,2.5108
5,1.0214,1.694,1.2552,3.3549,3.7354,1.3236,1.2793,2.1811
5,18.6216,35.2389,40.7999,64.1938,59.2762,33.2498,27.3974,46.0669
5,12.9102,15.7707,18.0905,27.7066,25.0031,21.1314,20.4299,26.8807
5,2.0482,2.6588,4.2704,4.1319,5.3972,2.6458,1.8944,5.5531
5,0.1466,2.0755,0.6476,3.2548,3.2324,0.4181,1.256,3.6996
5,0.7275,3.2661,20.2974,69.6085,71.8553,7.5028,21.1829,81.0068
5,13.2192,17.7148,16.293,31.6017,41.534,25.1896,16.1833,36.3721
5,87.7991,85.7687,62.7548,150.127,185.834,83.4132,158.672,139.177
5,0.7817,1.4583,2.7148,3.2332,3.282,1.5826,1.5152,3.4712
5,0,0.0911,0.0561,1.5708,2.2249,0.5991,0.7418,1.2971
5,7.5304,13.8785,11.8916,10.7529,20.2023,14.0757,10.5732,12.513
5,33.0145,31.441,30.2336,36.4029,46.6957,34.9885,28.6207,40.539
5,8.0482,5.469,6.7005,12.588,13.005,8.0118,5.314,9.2158
5,0,0,0,0,0.0389,0,0,0
5,0,0,0.0888,13.154,17.6236,0.147,0.0789,5.1888
5,1.4286,7.2263,5.1292,25.2616,30.4041,8.1997,11.3685,25.2676
5,2.2175,3.0023,4.5601,5.1602,4.3161,4.1628,1.6239,4.9216
5,40.9937,72.3922,40.3957,90.4237,91.4271,66.069,64.3052,80.4184
5,9.7925,8.4829,6.1857,8.9014,9.1663,7.987,4.9213,11.4353
5,3.6075,4.4433,4.709,8.8829,8.9657,4.1841,3.7512,7.6645
5,0.961,0.545,1.1011,3.867,4.5223,1.5163,1.3908,3.0449
5,0.0605,0.1926,0.0986,0.6419,10.3308,0,0.1176,0.1328
5,10.0865,11.9077,9.7267,15.7525,23.3907,15.1041,10.7713,13.8665
5,13.5666,14.2908,12.5038,18.2614,17.2318,13.7332,11.2339,15.6099
5,6.6,7.0426,8.7143,12.9695,12.9725,5.841,6.1515,11.143
5,13.9217,16.928,23.5572,35.5653,42.0338,29.2883,30.4607,35.2966
5,1.1768,2.1641,3.7982,5.5423,8.7338,1.7168,2.7504,5.8312
5,0.0629,0.2614,0.2897,0.2768,0.2578,0.0584,0.2288,0.3461
5,0.1122,0.2212,0.3524,25.6128,39.0378,1.4162,1.0404,20.059
5,3.7951,2.8429,2.867,7.2394,4.6414,3.3347,4.0037,5.2687
5,0.6259,0.9719,5.6663,7.3554,9.7514,0.6806,0.9789,9.2103
5,17.7478,17.5026,15.2973,23.0325,18.884,15.1597,14.6954,19.313
5,1.368,1.4561,1.3859,4.5935,4.7976,1.1143,1.2851,2.5463
5,0.16,0.4213,2.0387,1.0642,1.875,0.3386,0.5742,1.9738
5,0.2119,1.2622,0.2481,2.4345,4.1499,0.4878,0.5163,1.5308
5,17.2979,18.7964,17.3488,31.3699,31.6653,18.8096,19.0993,26.7012
5,4.0265,7.5044,6.1184,9.652,11.9184,5.4504,4.0615,7.48
5,0,0.2599,0,1.8362,3.8664,0.7161,1.2593,3.4583
5,0,0,0,0,0.0809,0,0,0.0233
5,1.9633,1.2384,1.0146,1.6821,4.0966,0.9845,1.3815,2.6809
5,14.6361,16.679,20.4585,27.7351,26.9265,22.4465,13.095,24.435
5,8.8074,7.2404,11.4307,11.8589,12.6739,7.4244,7.2715,14.621
5,0.5708,1.0745,1.6303,4.1998,4.1311,1.8431,1.9278,2.5069
5,0.4203,0.4987,0.29,0.8724,0.8439,0.2481,0.2283,0.7483
5,27.3849,43.8859,23.8273,58.5271,98.2756,30.0568,40.4984,67.543
5,2.2547,3.2117,5.834,7.6296,6.148,3.9769,2.5545,5.5906
5,0.4537,0.3656,2.2077,2.5132,6.0907,0.3051,1.241,4.4638
5,0.3951,3.1601,0.8106,13.1985,9.3079,3.1496,7.2527,9.7594
5,0.0921,0.192,0.2341,0.506,0.3201,0.1459,0.3034,0.3716
5,0.0795,0.1519,0.2088,0.4447,0.5906,0.1198,0.0883,0.3313
5,0.264,0.7639,1.2211,4.3089,13.9133,0.3065,0.9531,2.4111
5,3.7175,4.2312,4.3718,7.3872,6.9122,4.3664,3.512,5.2774
5,4.7119,4.2116,4.4767,8.6642,7.8608,2.4685,1.9066,7.5785
5,0.9645,3.1306,2.4839,5.5376,7.8748,2.0434,2.8938,7.1211
5,0.6823,0.88,0.3508,1.6727,3.2718,0.3978,0.8735,3.2386
5,0.172,0.142,0.2095,0.2747,0.4609,0.0942,0.1566,0.4787
5,1.6129,2.0007,0.8374,3.3584,6.5239,1.4213,0.8444,2.6052
5,6.1643,7.9764,9.3584,11.305,11.4555,3.2401,6.8357,10.906
5,1.3213,1.0838,4.0177,4.8637,7.2579,2.6433,1.9844,3.5107
5,0.5481,1.9146,0.2031,3.569,11.1883,0.4287,2.8402,7.259
5,0.0378,0.5001,0.1217,1.2825,1.779,0.5564,0.7639,1.0732
5,5.7457,25.427,11.8843,41.7397,45.9628,9.056,19.5794,25.2582
5,2.5288,3.3415,2.4574,4.9571,4.5262,2.4279,2.3883,4.3871
5,0.5645,0.1944,0.0835,0.2805,1.9678,1.1109,0.7891,0.9511
5,5.6182,7.0661,5.2753,8.3655,10.0866,6.839,4.8903,9.4634
5,4.6549,5.6927,9.3817,19.4944,21.8494,8.1173,6.5621,12.5963
5,0.8123,1.1711,0.5102,2.8392,2.1806,0.9992,1.5633,1.8324
5,3.2499,3.7924,3.0949,4.913,4.9219,2.2458,2.0261,4.9556
5,0.7615,0.299,0.4776,1.1804,1.7738,0.2488,0.3901,0.8907
5,0.2619,0.9308,0.5182,0.8556,1.0838,0.4115,0.5688,0.9757
5,0.5422,0.4935,0.2918,0.7247,0.8318,0.5715,0.4006,0.8522
