clustera,wt.1mm.fpkm,wt.2mm.fpkm,tip.IM/SPM.ear.fpkm,mid.SM.ear.fpkm,base.FM.ear.fpkm,stg1.tassel.fpkm,stg2.tassel.fpkm,stg3.tassel.fpkm
13,4.0663,6.5853,13.7513,9.6662,9.7524,10.6582,6.8109,7.2798
13,1.152,3.7742,5.2056,2.8398,3.0606,1.7367,2.588,3.9751
13,8.0366,6.1434,10.8425,5.2149,5.5756,6.957,6.5593,6.5737
13,376.69,541.7453,1123.87,571.951,514.611,459.49,287.109,285.972
13,8.3196,7.6442,21.8328,9.6951,10.0657,11.364,5.7873,8.1491
13,5.9342,7.8467,13.5805,5.6824,6.0728,7.4236,7.4782,7.6761
13,0.6584,0.8189,2.3388,0.9915,1.1101,1.2063,0.5658,0.9848
13,276.244,437.617,1047.12,338.333,304.274,547.553,423.116,260.727
13,22.821,39.5939,54.3228,30.7751,32.7162,40.3905,32.566,24.1803
13,4.3905,5.0591,11.4416,5.0197,6.288,6.6021,5.6512,5.8508
13,0.4225,0.3365,2.4585,0.2319,0.4384,1.2541,0.5176,0.3322
13,52.4563,37.3813,118.48,49.9275,46.3863,62.7213,67.1489,42.7559
13,5.2881,8.329,20.9982,12.3923,9.2702,7.1374,5.03,6.6458
13,12.5411,19.1981,31.3539,20.6344,22.1023,19.7709,15.01,14.9283
13,5.5613,5.8573,12.7555,6.2993,6.9683,3.3849,4.0941,7.7301
13,0.127,0.6663,2.3943,1.2097,0.9888,0.3097,0.6937,1.5572
13,37.6922,75.5166,87.8188,69.7881,63.0677,64.9831,50.543,40.1425
13,0.6542,0.8833,2.0898,0.7335,0.8856,0.6174,0.5521,0.369
13,4.6906,5.5481,33.6375,10.5305,11.9856,6.4124,2.4915,7.4455
13,4.1157,4.7645,8.9597,2.9224,6.1508,3.2725,2.8027,3.4851
13,250.9567,318.2043,915.015,322.071,294.936,251.449,147.572,125.02
13,30.5654,49.7534,118.569,62.1391,57.6268,58.928,34.8234,48.5151
13,2.7649,4.2146,24.4413,9.4347,12.2946,7.6469,3.2934,11.8411
13,5.9793,9.9222,22.1517,8.483,12.562,8.3831,5.9132,9.2334
13,6.6471,16.3213,18.8676,11.3061,12.3811,17.6039,6.821,7.5552
13,6.0101,9.2895,36.2812,15.1674,17.4218,13.5606,8.5553,11.9556
13,0.2453,0.6708,4.4467,0.2918,0.3041,0.2814,0.257,0.3589
13,5.3248,8.2005,13.3458,7.1625,6.8055,7.4258,4.9488,6.0408
13,4.5019,4.2022,25.8838,4.1716,4.5817,4.8777,3.8035,1.9566
13,29.3122,35.0524,91.293,41.5742,40.6012,36.0645,25.0108,24.4379
13,32.4431,45.2648,89.7642,43.4365,42.2697,55.4248,45.4978,35.9037
13,22.3794,26.0653,52.7907,23.5387,26.7266,20.6191,14.5823,16.2378
13,7.1983,10.5548,17.9844,9.5018,10.2416,10.1741,8.5984,10.7818
13,0.0749,0.0028,3.706,0.6271,0.5847,0.1798,0.1762,0.4002
13,8.8385,8.6791,20.8475,9.6247,9.3309,5.7757,6.9188,8.1779
13,33.9948,40.7267,151.431,48.4319,49.312,30.7183,21.5501,25.3018
13,5.0049,7.4086,27.395,8.1002,11.3487,8.03,6.1713,7.6536
13,96.2432,122.0463,205.608,121.857,117.521,102.724,90.0039,63.4701
13,15.6905,22.2273,34.5747,13.6706,15.6197,21.5156,16.2291,14.3763
13,21.6596,21.9334,33.3409,21.9315,22.0661,21.559,15.8132,19.1383
13,12.6648,11.7547,136.357,21.8378,31.2489,6.7249,2.5955,6.3538
13,13.3097,14.7385,19.2194,13.0972,15.3904,14.1852,12.3302,14.7461
13,26.592,44.0345,124.447,62.8817,45.5422,54.948,41.5862,29.4608
13,31.0794,27.7853,170.312,7.412,5.043,7.9087,10.456,4.6072
13,115.851,170.643,227.909,136.308,134.514,190.024,135.117,120.186
13,0.7584,1.4741,3.0925,0.8416,0.9604,0.8098,0.3537,0.38
13,0.0264,0,35.7262,10.0662,2.8607,0.176,0.0641,0.5647
13,21.9531,35.54,138.146,40.1345,46.3212,40.2068,23.9949,37.7095
13,11.2125,22.1639,115.702,23.6254,22.0164,26.7643,29.2257,17.7096
13,0.5279,0.8177,2.5134,0.9303,0.6632,0.1641,0.1373,0.1881
13,245.0123,368.4087,506.328,326.106,295.606,389.89,293.567,305.306
13,2.5351,2.7926,10.7872,4.9749,4.9994,3.3579,2.0875,3.4265
13,0.8785,1.4645,14.2953,1.8363,1.5288,1.886,1.5194,1.8229
13,83.8768,116.835,287.783,163.228,151.971,128.695,92.4644,55.5526
13,1.675,3.3964,3.7714,2.498,3.253,3.2657,2.3624,1.7833
13,8.3239,12.538,19.6025,12.9141,11.0074,12.0753,9.6953,14.7005
13,342.412,570.7633,1779.27,592.596,476.847,965.54,518.692,559.798
13,32.0018,41.2966,79.6021,41.3046,40.3839,33.4061,17.4409,35.7735
13,3.5183,6.1469,26.6172,4.71,9.6608,1.5929,1.7696,2.191
13,23.0458,36.3811,99.5628,38.2577,43.1998,48.6346,52.2909,44.0863
13,3.4397,3.5213,8.3178,3.1629,5.5358,6.8147,3.5403,3.4123
13,34.9776,38.9864,69.6667,36.937,39.7252,37.191,30.5986,23.3222
13,21.3989,20.8153,49.5967,27.2234,24.5966,20.8236,16.1645,21.7766
13,19.0552,27.1543,70.3177,27.3169,33.51,18.3178,19.5145,12.5857
13,1.5554,1.464,3.6775,1.5654,2.2343,2.2809,1.4914,2.319
13,33.837,58.2342,104.907,68.8132,60.5645,56.2891,42.3755,35.9208
13,244.3833,322.506,794.006,308.482,326.082,193.172,126.883,243.618
13,51.5641,95.8966,259.04,131.256,115.169,87.6111,71.7505,58.1943
13,121.5507,179.713,388.082,170.196,156.983,254.805,173.487,132.535
13,3.1071,2.5858,7.7782,2.4704,2.2909,1.2491,1.1512,1.1047
13,2.7119,5.5028,9.6833,5.4554,6.3067,7.41,3.9457,4.707
13,11.2925,18.4526,31.5892,10.8503,15.8172,12.5537,12.0257,12.6201
13,0.5636,1.0866,4.0655,1.1286,1.4433,0.7008,0.5882,0.4721
13,8.223,15.9324,22.7262,10.9232,11.1684,12.3015,7.0361,11.7141
13,32.1593,32.2135,81.348,30.2524,30.2382,31.1013,20.7042,24.7179
13,10.1477,12.1072,30.3277,10.1263,5.9712,3.0572,7.1158,3.8386
13,3.9719,4.2932,13.328,5.0817,5.645,2.4368,1.9422,2.1797
13,20.0746,31.2201,58.8473,31.3201,28.7041,26.1943,15.7802,25.1333
13,2.0339,1.6794,12.7456,3.1453,3.253,1.8067,1.5939,0.8728
13,15.5415,7.8474,26.2155,9.0256,9.8368,8.3251,7.1592,6.4295
13,29.1855,32.2137,67.0554,35.4739,36.8009,30.6998,26.3,29.3879
13,24.0197,37.1157,137.364,56.9875,61.4599,49.6541,25.7058,31.7734
13,0,0,32.4852,3.5585,2.3925,0.074,0,0.395
13,24.7566,23.2037,57.2948,29.7901,31.6001,24.6746,16.6623,17.3249
13,1.2288,1.5895,6.9093,1.7762,2.7943,0.8104,0.4635,0.8147
13,3.1053,4.3739,13.4236,3.7713,4.3518,3.3816,2.2935,2.7171
13,23.2654,25.2211,53.3839,31.1747,27.3681,23.0701,19.4498,19.9357
13,5.8375,7.1789,25.1554,12.7568,10.7883,8.7019,7.9113,6.0562
13,9.3601,12.1747,23.4518,9.8999,11.7656,10.5057,8.9791,8.1391
13,5.8349,12.3494,35.8004,12.579,13.3586,16.1003,12.1129,10.111
13,67.791,98.5107,165.118,101.464,93.8235,64.7812,88.3708,52.6457
13,19.4579,25.3031,48.9313,19.3244,21.1397,16.4816,8.3075,12.6632
13,13.0385,16.9236,31.8029,9.5889,13.317,11.6283,7.0079,9.184
13,18.5869,28.5079,51.3019,26.9551,24.7226,30.2912,17.0373,31.7835
13,0.1593,0.1365,1.134,0.4223,0.3329,0.3828,0.1669,0.2164
13,3.8721,4.5783,9.254,6.6671,4.557,4.3502,4.7564,7.2404
13,5.2828,8.5995,14.6829,8.1934,7.8628,8.8979,5.7829,6.4631
13,23.2376,21.8388,47.7884,29.1666,31.5746,30.8819,24.1717,27.9425
13,49.8766,103.7643,225.832,143.278,128.876,143.03,99.3549,102.832
13,34.2304,49.6116,85.1793,48.7736,44.1607,61.4426,37.7165,40.3236
13,0,0,1.9715,0,0.7454,0.4613,0.4186,0
13,26.1472,37.6365,75.2939,44.7284,39.6529,45.0021,30.3054,26.2992
13,33.6592,35.6872,128.477,44.9501,51.7428,34.8112,31.3453,29.0431
13,62.9815,81.1602,179.232,55.9571,59.5486,79.5824,54.4979,67.7597
13,7.9989,9.5679,14.7074,8.0824,9.9307,9.7072,8.0167,8.9969
13,30.0538,32.4495,93.6665,36.0968,38.0336,29.7329,17.6012,24.2006
13,61.6725,70.974,187.718,69.4038,69.2774,55.0511,34.7438,43.8647
13,325.1627,574.303,1398.84,618.92,727.007,652.621,470.506,444.492
13,13.5157,18.1261,26.6559,18.029,14.5238,19.4176,18.6257,15.9718
13,7.361,6.466,23.7127,6.4549,9.9565,3.2952,1.655,3.6717
13,23.4251,28.6488,59.7852,36.3247,31.0672,31.8924,21.0168,22.6055
13,57.7658,108.7173,151.98,99.1074,117.585,105.504,80.0487,59.1457
13,10.6679,15.9924,29.5345,13.5466,13.903,19.0799,11.6625,11.5936
13,162.1793,214.1543,396.182,252.517,195.958,255.185,198.496,122.285
13,121.0323,263.6593,620.718,276.406,297.265,222.41,166.613,181.396
13,7.851,7.2728,12.9932,6.5881,7.3668,6.1064,5.7165,9.2854
13,6.8913,16.7056,61.0153,7.5315,14.552,21.8053,13.0309,9.6597
13,10.0021,14.2813,28.8172,20.4504,20.7407,20.7606,13.742,14.9253
13,140.362,186.3813,232.197,192.928,145.81,202.513,141.595,108.242
13,23.401,26.6515,51.7716,23.107,25.493,22.9338,19.112,14.837
13,19.5866,37.5197,74.8185,39.8881,45.57,35.8432,28.9774,30.9177
13,4.5753,5.4611,9.9761,4.5539,3.736,5.6336,2.7599,3.7716
13,57.1006,45.6214,123.313,69.0375,66.0372,59.9451,33.3887,67.7814
13,3.7081,4.019,8.6434,4.049,4.8692,3.8366,2.4576,3.0972
13,175.206,178.9003,704.744,152.447,175.868,109.052,93.0283,55.4693
13,5.1978,6.2785,26.2611,5.9166,5.0248,7.4866,7.9126,4.8516
13,1.8719,2.0725,8.187,2.9344,4.1043,3.7487,2.7594,3.2303
13,18.1697,44.7421,58.433,40.1777,44.0712,50.1599,31.4504,28.8062
13,0.997,0.1373,6.7098,0.7595,0.4312,0.1329,0.1707,0.8503
13,0,0,3.3973,0.4327,0.5588,0.1502,0.0294,0.0333
13,1.6045,3.1295,7.7732,3.0104,3.7504,3.1854,1.8826,1.8139
13,153.948,157.4027,274.108,140.442,144.361,118.055,93.8199,87.2646
13,0.7691,1.2667,1.5573,1.3732,1.004,1.4957,1.1642,0.4378
13,3.2579,2.0614,3.7823,2.1486,2.3326,3.2145,1.4177,3.0478
13,20.0207,25.9635,63.8739,23.5061,30.0989,30.5885,22.4902,32.069
13,122.1823,167.5587,222.078,155.147,166.481,152.653,119.206,171.892
13,257.7947,443.4923,666.263,468.906,393.453,529.166,361.496,227.727
13,40.064,67.1936,168.116,61.8175,60.5074,90.9348,60.4918,51.5153
13,451.1243,626.02,1477.64,643.91,631.79,511.488,367.746,322.931
13,35.8642,39.6995,115.44,36.29,41.4981,34.6478,26.9196,22.6498
13,4.7117,15.2205,31.9989,15.9243,13.74,13.723,9.2066,9.8711
13,48.4024,106.236,254.297,133.493,125.057,112.924,76.3781,93.5156
13,42.6894,54.9851,95.3274,42.9179,42.0293,35.4261,30.3436,54.2603
13,5.2062,9.3848,16.639,7.6186,7.7379,9.3414,5.9322,8.1288
13,18.0071,33.886,81.2148,31.1909,34.1714,24.0616,16.5789,12.4124
13,9.4038,12.5339,49.1767,19.3464,17.4196,20.0741,14.5724,13.3522
13,0.0402,0,0.1075,0.0423,0.0313,0.035,0.0825,0
13,442.236,587.9187,857.513,405.747,408.443,494.134,327.049,432.557
13,78.012,98.1401,187.103,80.917,80.158,101.076,65.7962,62.4816
13,89.6285,85.9347,256.19,57.0983,69.617,72.6869,40.3152,47.8771
13,4.8437,6.992,24.9705,10.5483,12.959,7.6017,6.2205,8.0513
13,6.35,8.3478,13.1647,6.5994,6.149,5.7979,4.3978,6.6199
13,1.7719,1.5804,3.374,1.2749,1.6149,0.8866,0.6986,1.3331
13,6.7864,8.3139,16.7199,10.6141,9.9794,9.5315,7.4762,8.2248
13,0.1725,1.0909,1.0798,1.1324,0.3249,0.6418,0.3428,0.5927
13,71.8791,94.5981,130.106,95.9025,78.9346,88.2995,78.5466,81.5276
13,36.894,44.3835,75.5791,42.2711,47.717,54.7481,48.4974,44.4057
13,142.303,156.922,296.788,147.429,136.963,112.046,72.0131,69.2899
13,2.2193,2.8924,4.398,2.5147,3.0147,2.3717,1.9422,3.3096
13,0,0,13.7676,1.6572,0.3597,0,0.298,1.7762
13,22.6609,18.4741,51.5108,18.2413,18.3782,21.2719,10.0079,13.1774
13,4.0711,4.3519,32.598,9.6443,11.356,5.2622,2.5977,6.9818
13,14.5725,17.8785,27.6046,14.4648,14.0359,16.1618,13.4531,13.0809
13,11.5104,12.601,24.551,11.82,12.2955,14.2601,9.9323,16.9783
13,0,0,18.3676,2.418,1.2069,0,0,0
13,24.8533,31.8669,69.9057,48.8578,39.1356,45.9391,25.4445,29.8452
13,20.5872,39.4917,78.5732,32.588,32.2756,43.8528,31.2788,34.8898
13,75.6666,94.1799,202.93,87.3597,98.9013,76.6024,43.7112,73.3671
13,1.6457,2.2516,5.6087,1.434,0.9661,1.9442,1.1385,0.8888
13,20.7917,27.4906,66.0737,31.3174,35.5366,22.9662,17.0617,21.9462
13,99.6203,107.7743,297.97,75.7096,77.9481,79.4408,46.2052,67.4985
13,12.3391,15.0566,28.3649,18.7573,17.7299,16.4516,12.2302,16.3309
13,116.0453,172.0033,255.855,231.967,161.991,205.791,151.608,127.991
13,3.3046,7.3869,19.7717,6.0981,8.0142,8.7795,3.474,6.5893
13,3.9753,5.3054,14.4467,5.4239,5.4495,5.4533,3.1502,2.8561
13,80.2673,96.0814,253.161,100.683,101.244,79.2008,82.7676,79.5346
13,2.9823,8.0312,18.5075,7.0186,6.5211,3.9582,7.0871,10.7503
13,1.4994,1.817,6.4226,1.9592,1.2289,1.8771,1.1104,1.9436
13,242.245,443.299,1752.88,589.603,606.526,402.968,331.41,432.859
13,7.0884,10.2078,21.7605,9.712,8.8723,9.2851,7.2042,11.1242
13,0.3442,0.5532,1.782,0.4384,0.6172,0.657,0.2809,0.5157
13,30.9293,36.801,56.8294,30.8671,32.7408,29.1024,21.6264,25.3514
13,8,10.1546,19.2929,11.3787,12.5915,10.1175,7.3116,12.1376
13,0.2539,0.0628,4.2164,0.2245,0.2844,0.6653,0.5627,0.9537
13,0.8621,1.6212,2.3123,1.0646,1.177,0.9129,0.949,0.8856
13,155.613,250.1317,495.972,196.735,177.649,316.93,244.267,164.531
13,39.7145,52.3552,128.174,77.944,70.6158,66.1823,48.4613,56.0548
13,9.282,7.7809,27.4492,14.6628,14.8839,12.3826,8.9932,16.8341
13,17.8967,20.8692,55.2342,20.9164,21.7329,10.965,8.3561,12.8945
13,12.8888,8.4542,25.0123,13.4497,11.0539,8.3535,7.1905,12.2692
13,108.6987,111.284,777.844,110.017,153.728,79.1312,63.4017,65.3288
13,10.9325,7.3598,18.6376,6.0146,8.9107,11.1886,8.6942,6.9805
13,8.7711,9.5471,23.6809,10.8652,11.4529,6.9853,5.7387,4.4451
13,15.1634,17.524,27.2995,12.231,14.8603,19.1301,15.2047,15.6347
13,2.3826,3.1332,4.4912,2.5546,2.8292,2.4248,2.2986,2.6061
13,0.5818,1.6068,3.0582,0.5728,0.7639,0.3198,0.4156,0.4319
13,6.4865,6.6609,13.0086,4.4338,5.4515,6.9534,4.7031,6.4177
13,121.5617,213.7787,349.848,222.605,216.94,234.308,153.212,180.419
13,57.7277,74.7523,155.989,55.1044,54.415,59.7994,32.9419,56.1662
13,22.549,29.5518,47.9537,19.3821,24.1164,21.1287,11.4976,19.4163
13,2.1371,3.8239,31.0983,3.5922,7.4774,3.2098,2.5582,1.662
13,13.4494,14.8441,30.7161,16.6786,17.3667,17.3309,14.9774,13.4532
13,0,0.1016,5.7992,1.6342,2.2857,0.0534,2.6507,2.9651
13,6.9452,9.2127,14.2482,8.5249,8.5717,8.4999,6.0719,6.6287
13,10.0044,14.9068,36.4577,22.0508,17.708,16.9303,13.0823,10.2579
13,16.3384,22.2838,34.6054,18.8771,22.3558,19.0005,16.3388,21.5056
13,0.8128,0.8951,2.9435,1.2415,1.5215,1.2098,0.3858,0.7766
13,2.6826,5.9897,9.2073,4.8454,4.9517,5.0013,3.9941,4.4107
13,40.9313,64.1981,143.065,62.4295,60.4554,74.7009,55.3555,47.2741
13,0.8712,0.8421,2.2079,1.1154,1.1404,1.1371,0.7238,0.9891
13,15.9362,16.4283,80.7341,24.7347,25.6637,31.0445,10.3401,20.7537
13,0.6827,1.1272,1.5136,0.7972,0.6336,0.1996,0.708,1.4292
13,37.1418,88.7703,100.489,74.9215,86.6807,83.752,64.161,45.5308
13,0.6649,0.9148,2.3308,1.0411,1.1032,0.7385,0.8602,1.5299
13,8.9108,8.9212,30.5434,16.6909,14.0778,12.0889,9.8542,9.9079
13,8.3812,11.9447,20.895,13.1826,10.4627,10.2403,8.7989,7.2658
13,130.5863,198.8423,396.098,132.815,143.186,172.134,116.469,146.064
13,4.5955,5.558,11.4871,5.2949,5.227,6.5609,6.9278,3.0354
13,37.6739,37.9951,77.919,32.5515,32.7383,28.343,22.6099,24.4909
13,28.9946,38.2409,126.332,41.5986,46.3786,45.2672,33.6408,33.9626
13,7.9406,10.0395,59.1174,17.9376,18.4116,12.7423,9.704,10.8868
13,4.006,4.3759,14.5998,6.3809,6.6616,5.7369,4.6015,4.3131
13,15.845,22.5101,45.4331,17.6635,21.5804,11.8223,9.1267,12.8768
13,203.915,324.9207,717.906,332.915,275.378,440.731,238.18,172.247
13,0.3966,0.064,5.8177,0.316,0.7285,1.5336,1.3636,0.3671
13,224.5197,278.6423,452.17,269.025,260,230.025,159.741,173.638
13,76.9155,104.5063,232.328,109.393,99.6617,128.958,99.2287,73.342
13,0.3831,1.5125,15.07,3.474,5.643,1.1264,0.6107,0.5825
13,0.5887,1.8102,2.2284,1.4439,0.4113,0.5644,1.7151,0.8041
13,36.4905,70.8989,135.8,69.6725,69.6162,53.9809,43.4235,63.9152
13,4.1274,4.1989,14.5226,8.1963,8.5663,7.5806,6.6533,9.0145
13,8.1254,5.0568,17.0055,9.6808,9.1347,5.364,5.8498,11.9573
13,34.3174,63.8576,102.942,56.0389,45.7109,70.8595,42.5028,45.2524
13,13.6242,16.3297,30.0806,18.2918,18.8028,21.1918,13.7624,15.501
13,24.8914,32.9688,47.7941,28.5897,34.6744,31.2788,25.2628,28.8745
13,6.7389,11.9969,17.2458,10.9365,8.8418,12.8823,9.8787,9.4116
13,6.8173,7.7493,13.3569,6.8387,7.0291,5.9469,5.3801,4.7813
13,12.2608,16.7275,79.7249,44.2111,31.7876,23.439,16.8635,24.0305
13,20.8377,55.0763,81.6332,44.3819,49.2091,41.1458,32.5662,34.4761
13,0,0.0249,1.2045,0.0286,0.0207,0.0249,0.0536,0.0616
13,27.9943,33.4743,64.9211,34.3227,31.7406,31.4627,28.4474,39.3668
13,41.7103,59.6898,118.781,49.8117,47.6413,47.5634,26.6948,42.9767
13,19.5822,25.8374,46.4154,30.4067,28.5435,32.4992,24.8762,27.3975
13,71.4717,89.699,160.66,63.7958,58.4184,87.8138,58.0449,78.8772
13,21.2725,19.0734,49.5617,17.0859,18.2098,25.5485,14.4732,13.2868
13,15.7115,22.5453,27.2521,18.9517,17.4763,23.9185,16.8227,18.4669
13,6.3712,11.2799,14.8695,9.3649,10.6308,9.2507,7.5287,7.7387
13,9.2579,9.8744,20.4175,11.5724,10.6897,9.9257,7.9896,15.2816
13,10.2147,14.7222,19.3557,13.3925,12.5354,13.7221,9.7686,12.8683
13,12.8575,18.0098,26.4383,14.3545,16.4313,14.4039,12.4941,9.2655
13,125.6997,177.4773,317.072,199.648,189.109,172.819,140.888,82.7512
13,1.2366,0.5094,2.8578,0.3375,0.0964,0.9255,1.2248,0.5392
13,5.6212,6.6664,10.0982,6.9763,7.8449,7.2701,4.7729,8.0184
13,22.0704,27.0366,40.0758,23.5712,22.6344,27.2399,11.667,21.1656
13,75.1924,107.728,156.489,100.75,99.885,111.201,83.0927,61.3047
13,0,0.2857,1.4114,0.3929,0.4082,0.2373,0.4836,0.7409
13,383.9013,506.3723,991.821,387.62,348.065,439.115,292.499,321.858
13,6.7748,4.6882,28.4621,3.85,6.1682,1.819,2.451,1.7304
13,66.0149,84.4948,162.294,96.5261,103.47,86.0721,68.8722,59.0022
13,8.9671,10.8507,15.4652,9.6323,8.5598,9.339,6.9793,9.6474
13,2.0584,2.7261,8.5595,1.8385,1.7453,2.4147,3.5821,4.4911
13,2.2136,2.71,5.2496,2.4141,2.241,2.572,2.5888,2.5908
13,23.9818,29.297,42.166,26.7683,31.5184,29.4619,22.7209,14.9033
13,20.4436,32.6391,44.7063,31.507,30.5231,28.2872,19.0538,29.603
13,63.0531,81.0455,176.134,81.6054,83.5388,68.3599,45.7745,62.7553
13,0,0,4.7432,1.479,0.6511,0,0.3199,0.6592
13,3.765,4.7934,10.8721,6.5572,6.5447,6.1499,4.0433,5.5017
13,0.9475,0.7786,2.5639,0.49,0.437,0.4059,0.3011,0.3215
13,22.8166,20.593,41.999,15.5778,21.4677,22.08,13.3138,13.6753
13,94.4266,185.5903,404.905,86.1435,94.428,132.998,133.968,78.1758
13,5.9566,5.0072,15.1766,7.1367,8.4317,8.0053,7.1848,5.8825
13,1.8469,2.7314,5.3068,2.2971,2.423,1.8804,0.4082,2.0474
13,38.4489,59.9791,150.371,61.0694,53.3247,57.1338,51.3221,43.7262
13,17.6797,24.4804,36.9319,22.1984,24.1087,22.6177,16.7748,17.0242
13,0.2712,0.5722,0.8094,0.5645,0.4306,0.364,0.3686,0.6612
13,97.3006,103.53,200.836,98.0212,101.982,107.025,56.5971,76.0137
13,184.924,143.4513,315.334,167.022,156.914,169.173,126.999,167.414
13,6.1679,9.9832,18.7542,9.8124,8.6383,8.1366,9.5008,11.3129
13,0.9452,1.6855,8.3131,3.447,3.364,1.7454,1.6518,3.9114
13,45.4555,59.1494,137.605,69.444,75.3992,69.807,51.7734,61.2537
13,30.0314,25.8539,39.7409,24.0828,25.8323,26.0352,21.7819,31.2876
13,1.5011,1.3683,8.6098,3.2086,3.9967,4.7491,0.9333,1.5419
13,10.3665,12.6804,84.7416,16.9564,22.9095,16.0211,9.9189,22.0169
13,4.7791,5.8737,16.2695,4.593,5.9607,3.2409,2.8166,1.3129
13,1.6583,3.0918,10.0618,3.1064,3.073,0.943,1.3582,3.2194
13,1.6938,5.6133,16.6824,1.7388,1.4047,1.612,5.1197,3.6192
13,24.7837,35.181,48.8148,25.9402,28.7277,33.2231,26.1369,24.7393
13,3.8388,3.8705,8.7361,5.6973,5.7879,5.4428,4.2603,6.354
13,11.3194,12.4782,19.8105,11.1486,10.2048,14.9611,9.4112,8.8926
13,103.888,192.254,307.284,229.141,222.286,257.444,202.16,136.868
13,4.1976,6.6147,10.223,6.0523,5.9248,8.4321,4.5189,5.3632
13,22.7533,25.5901,66.8852,22.6378,21.1838,13.7131,11.7038,19.881
13,157.596,196.541,273.438,168.507,119.882,184.593,139.115,134.763
13,2.3372,5.901,10.4775,7.0454,5.8016,5.0595,5.2106,5.1516
13,1.064,2.6077,5.2604,1.9226,0.7594,1.6091,1.8599,2.6232
13,58.3568,86.4151,112.188,73.3135,75.0667,60.2808,58.7897,53.8918
13,1.1789,4.0286,6.55,3.2441,3.2113,2.7673,2.3858,1.3852
13,6.0748,4.7095,26.2205,3.7586,3.9929,1.5711,1.6044,2.9768
13,20.3,33.4871,46.9452,32.5799,39.1469,41.2193,21.4665,24.4409
13,2.4068,4.4857,6.8461,3.861,4.1974,3.3331,1.8684,4.1656
13,2.4379,4.4328,6.9983,2.7479,3.3621,4.0441,2.1822,3.3722
13,25.5517,25.0316,73.2211,38.2852,36.3016,34.9698,24.1863,29.141
13,183.1577,287.711,502.549,226.546,198.661,359.25,231.205,211.334
13,8.1251,6.4822,20.3265,8.6818,9.0727,6.0967,5.8439,4.7973
13,130.3843,153.806,278.84,162.809,157.999,165.069,111.203,81.1001
13,9.3356,12.6165,19.8982,13.6315,12.7524,11.1096,9.4545,13.7157
13,16.4356,22.1512,39.3972,21.1654,19.6391,22.9694,14.1496,18.2629
13,20.392,23.2678,98.391,29.876,32.9309,16.2141,11.8708,14.7131
13,0.8563,0.6291,2.2859,0.574,0.8961,0.8187,0.6166,0.6185
13,6.8599,9.0225,24.3202,10.0702,10.8735,12.4645,6.8554,10.2928
13,2.0715,3.3799,6.288,3.0002,3.3949,2.3944,2.4824,2.5248
13,11.7661,13.8902,86.8911,23.7843,33.5929,9.6623,5.4041,16.0543
13,13.1255,10.5588,23.2068,8.5462,12.7333,13.5946,8.9059,5.2686
13,3.7151,5.6021,23.4092,7.2847,10.8064,4.9743,2.961,4.0695
13,62.929,89.7389,130.667,79.2926,81.0899,68.5899,51.8729,57.0307
13,6.4939,6.7312,11.6826,7.294,7.4297,7.5957,5.0832,7.7862
13,0.1456,0.2133,0.4093,0.1123,0.2036,0.1652,0.1126,0.2932
13,3.1621,1.7876,5.783,1.7406,2.4131,1.5259,0.7257,1.361
13,0.5372,0.3103,7.6916,1.7741,2.5363,1.1109,0.3815,0.5145
13,18.6572,30.468,37.7283,25.1668,26.1967,26.1527,24.9898,16.594
13,25.5091,43.2511,64.4467,36.2375,34.3584,43.8629,30.1138,33.9767
13,6.3814,5.3574,20.5429,7.7083,9.5902,6.612,4.4863,4.8018
13,83.5517,110.2083,212.143,142.034,138.715,158.561,116.47,67.3808
13,22.3688,33.9039,66.5717,31.5962,31.5271,29.8631,22.3709,17.3602
13,7.4375,4.5427,25.622,10.1277,9.7413,7.0686,3.7571,7.0316
13,2.9834,2.128,5.2269,1.9601,2.4481,1.8547,1.2327,1.6176
13,6.5482,6.9104,12.91,8.0246,8.1068,9.4876,6.3881,6.8636
13,12.2856,15.6727,27.9413,15.2714,15.5684,14.0253,7.5009,9.3346
13,0.7793,0.8947,11.9569,4.7267,5.0295,2.7561,5.3624,4.0913
13,2.6356,8.3023,18.7099,5.3247,6.699,6.9335,4.5977,2.5894
13,2.5624,2.6297,7.5404,4.6598,4.6576,4.8761,2.3723,2.922
13,0.4524,0.4268,3.5006,0.8409,0.6602,0.4761,0.4907,0.5043
13,38.6326,80.8925,157.236,52.7753,44.9409,95.6603,58.3191,44.141
13,1.4727,4.6452,8.0919,5.2339,1.599,1.7634,2.3415,2.6997
13,99.3482,141.6913,226.784,113.585,108.852,138.69,94.3569,82.7442
13,19.5615,33.0174,60.2252,31.079,32.4444,37.0688,19.6225,28.7627
13,56.5955,40.0238,68.2027,44.0286,40.2115,52.8204,34.5895,56.3428
13,3.643,4.4387,6.4576,4.9608,4.0398,6.1278,2.7003,3.3968
13,1.5298,0.9582,2.1925,1.0493,0.9817,1.2835,0.7328,0.5332
13,18.5827,23.4351,37.3127,23.4647,23.3074,24.6274,18.1482,22.2101
13,7.3829,7.026,13.5099,5.8256,7.4541,6.8295,5.5717,4.6645
13,9.9073,13.4132,35.5235,14.9302,18.914,12.5265,6.8938,10.1347
13,12.3863,12.5885,108.628,27.9538,30.9717,16.5994,8.9481,16.6393
13,1.0573,3.1832,5.9658,2.9245,2.7915,2.2787,1.9823,0.9979
13,27.032,39.6666,117.281,43.5225,43.106,33.7765,25.5117,25.2454
